@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
709,9394,1467,1015,3026,0.251175,0.86493,0.902488,0.86493,0.097512,0.88331,0.698497,1.238273,0.65
710,9380,1481,1007,3034,0.249196,0.863641,0.903052,0.863641,0.096948,0.882907,0.697021,1.239046,0.650667
711,9380,1481,1006,3035,0.248948,0.863641,0.903139,0.863641,0.096861,0.882948,0.696953,1.239165,0.651333
712,9379,1482,1006,3035,0.248948,0.863548,0.90313,0.863548,0.09687,0.882896,0.696886,1.239153,0.6515
713,9378,1483,1006,3035,0.248948,0.863456,0.90312,0.863456,0.09688,0.882843,0.696819,1.23914,0.652
714,9366,1495,997,3044,0.246721,0.862352,0.903792,0.862352,0.096208,0.882586,0.69541,1.240062,0.652333
715,9365,1496,997,3044,0.246721,0.862259,0.903783,0.862259,0.096217,0.882533,0.695343,1.240049,0.653333
716,9364,1497,997,3044,0.246721,0.862167,0.903774,0.862167,0.096226,0.88248,0.695276,1.240037,0.654
717,9356,1505,994,3047,0.245979,0.861431,0.903961,0.861431,0.096039,0.882184,0.694538,1.240294,0.6555
718,9355,1506,994,3047,0.245979,0.861339,0.903952,0.861339,0.096048,0.882131,0.694471,1.240281,0.656
719,9336,1525,987,3054,0.244246,0.859589,0.904388,0.859589,0.095612,0.88142,0.692726,1.24088,0.656042
720,9335,1526,987,3054,0.244246,0.859497,0.904379,0.859497,0.095621,0.881367,0.692659,1.240867,0.6575
721,9334,1527,987,3054,0.244246,0.859405,0.90437,0.859405,0.09563,0.881314,0.692592,1.240854,0.658
722,9327,1534,979,3062,0.242267,0.858761,0.905007,0.858761,0.094993,0.881277,0.691585,1.241728,0.659
723,9327,1534,978,3063,0.242019,0.858761,0.905095,0.858761,0.094905,0.881319,0.691518,1.241849,0.659333
724,9327,1534,977,3064,0.241772,0.858761,0.905182,0.858761,0.094818,0.881361,0.691451,1.241969,0.659667
725,9327,1534,976,3065,0.241524,0.858761,0.90527,0.858761,0.09473,0.881402,0.691384,1.24209,0.66
726,9317,1544,971,3070,0.240287,0.85784,0.905618,0.85784,0.094382,0.881082,0.690377,1.242567,0.662
727,9305,1556,966,3075,0.23905,0.856735,0.905949,0.856735,0.094051,0.880655,0.689236,1.243021,0.6625
728,9304,1557,966,3075,0.23905,0.856643,0.90594,0.856643,0.09406,0.880602,0.689169,1.243008,0.662825
729,9304,1557,965,3076,0.238802,0.856643,0.906028,0.856643,0.093972,0.880644,0.689102,1.243129,0.663956
730,9303,1558,965,3076,0.238802,0.856551,0.906019,0.856551,0.093981,0.880591,0.689035,1.243117,0.664
731,9289,1572,959,3082,0.237317,0.855262,0.906421,0.855262,0.093579,0.880099,0.687693,1.243668,0.6652
732,9288,1573,959,3082,0.237317,0.85517,0.906412,0.85517,0.093588,0.880045,0.687626,1.243656,0.666
733,9274,1587,955,3086,0.236328,0.853881,0.906638,0.853881,0.093362,0.879469,0.686418,1.243966,0.667
734,9273,1588,955,3086,0.236328,0.853789,0.906629,0.853789,0.093371,0.879416,0.686351,1.243954,0.667033
735,9272,1589,955,3086,0.236328,0.853697,0.90662,0.853697,0.09338,0.879363,0.686284,1.243941,0.667543
736,9272,1589,954,3087,0.23608,0.853697,0.906708,0.853697,0.093292,0.879404,0.686217,1.244063,0.668
737,9255,1606,950,3091,0.23509,0.852131,0.906908,0.852131,0.093092,0.878667,0.684807,1.244337,0.668333
738,9254,1607,950,3091,0.23509,0.852039,0.906899,0.852039,0.093101,0.878614,0.68474,1.244325,0.67
739,9238,1623,946,3095,0.2341,0.850566,0.907109,0.850566,0.092891,0.877928,0.683398,1.244613,0.6704
740,9238,1623,945,3096,0.233853,0.850566,0.907198,0.850566,0.092802,0.87797,0.683331,1.244735,0.670667
741,9237,1624,945,3096,0.233853,0.850474,0.907189,0.850474,0.092811,0.877917,0.683264,1.244723,0.672
742,9226,1635,942,3099,0.233111,0.849461,0.907356,0.849461,0.092644,0.877455,0.682325,1.244952,0.672367
743,9225,1636,942,3099,0.233111,0.849369,0.907347,0.849369,0.092653,0.877402,0.682257,1.24494,0.672667
744,9224,1637,942,3099,0.233111,0.849277,0.907338,0.849277,0.092662,0.877348,0.68219,1.244927,0.673
745,9223,1638,942,3099,0.233111,0.849185,0.907329,0.849185,0.092671,0.877295,0.682123,1.244915,0.673143
746,9223,1638,941,3100,0.232863,0.849185,0.907418,0.849185,0.092582,0.877337,0.682056,1.245037,0.673833
747,9222,1639,941,3100,0.232863,0.849093,0.907409,0.849093,0.092591,0.877283,0.681989,1.245025,0.674
748,9210,1651,933,3108,0.230883,0.847988,0.908015,0.847988,0.091985,0.876976,0.680647,1.245856,0.675833
749,9209,1652,933,3108,0.230883,0.847896,0.908006,0.847896,0.091994,0.876922,0.68058,1.245844,0.676
750,9200,1661,925,3116,0.228904,0.847067,0.908642,0.847067,0.091358,0.876775,0.679439,1.246716,0.676433
751,9199,1662,925,3116,0.228904,0.846975,0.908633,0.846975,0.091367,0.876721,0.679372,1.246704,0.676517
752,9198,1663,925,3116,0.228904,0.846883,0.908624,0.846883,0.091376,0.876668,0.679305,1.246691,0.677
753,9198,1663,924,3117,0.228656,0.846883,0.908714,0.846883,0.091286,0.87671,0.679238,1.246814,0.677517
754,9197,1664,924,3117,0.228656,0.846791,0.908705,0.846791,0.091295,0.876656,0.679171,1.246802,0.6776
755,9197,1664,923,3118,0.228409,0.846791,0.908794,0.846791,0.091206,0.876698,0.679103,1.246925,0.677667
756,9196,1665,923,3118,0.228409,0.846699,0.908785,0.846699,0.091215,0.876644,0.679036,1.246913,0.678
757,9177,1684,914,3127,0.226182,0.84495,0.909424,0.84495,0.090576,0.876002,0.677157,1.247789,0.678105
758,9176,1685,914,3127,0.226182,0.844858,0.909415,0.844858,0.090585,0.875949,0.67709,1.247777,0.6782
759,9175,1686,914,3127,0.226182,0.844766,0.909406,0.844766,0.090594,0.875895,0.677023,1.247765,0.679
760,9175,1686,913,3128,0.225934,0.844766,0.909496,0.844766,0.090504,0.875937,0.676956,1.247888,0.68
761,9166,1695,907,3134,0.224449,0.843937,0.909957,0.843937,0.090043,0.875705,0.67595,1.248521,0.6804
762,9165,1696,907,3134,0.224449,0.843845,0.909948,0.843845,0.090052,0.875651,0.675882,1.248508,0.681
763,9164,1697,907,3134,0.224449,0.843753,0.909939,0.843753,0.090061,0.875597,0.675815,1.248496,0.682
764,9150,1711,904,3137,0.223707,0.842464,0.910086,0.842464,0.089914,0.87497,0.674675,1.248697,0.6828
765,9150,1711,903,3138,0.22346,0.842464,0.910176,0.842464,0.089824,0.875012,0.674607,1.248821,0.682971
766,9149,1712,903,3138,0.22346,0.842372,0.910167,0.842372,0.089833,0.874958,0.67454,1.248809,0.684
767,9134,1727,901,3140,0.222965,0.840991,0.910214,0.840991,0.089786,0.874234,0.6734,1.248873,0.6846
768,9133,1728,901,3140,0.222965,0.840899,0.910205,0.840899,0.089795,0.87418,0.673332,1.248861,0.686
769,9117,1744,896,3145,0.221727,0.839425,0.910516,0.839425,0.089484,0.873527,0.671923,1.249288,0.687867
770,9116,1745,896,3145,0.221727,0.839333,0.910507,0.839333,0.089493,0.873473,0.671856,1.249275,0.688
771,9102,1759,892,3149,0.220737,0.838044,0.910746,0.838044,0.089254,0.872884,0.670648,1.249603,0.6885
772,9101,1760,892,3149,0.220737,0.837952,0.910738,0.837952,0.089262,0.87283,0.670581,1.249591,0.6892
773,9100,1761,892,3149,0.220737,0.83786,0.910729,0.83786,0.089271,0.872776,0.670514,1.249579,0.689667
774,9100,1761,891,3150,0.22049,0.83786,0.91082,0.83786,0.08918,0.872818,0.670447,1.249704,0.69
775,9088,1773,885,3156,0.219005,0.836755,0.91126,0.836755,0.08874,0.87242,0.669239,1.250309,0.690667
776,9087,1774,885,3156,0.219005,0.836663,0.911252,0.836663,0.088748,0.872366,0.669172,1.250296,0.691
777,9087,1774,884,3157,0.218758,0.836663,0.911343,0.836663,0.088657,0.872408,0.669105,1.250422,0.691333
778,9086,1775,884,3157,0.218758,0.836571,0.911334,0.836571,0.088666,0.872354,0.669038,1.25041,0.691833
779,9086,1775,883,3158,0.21851,0.836571,0.911425,0.836571,0.088575,0.872396,0.668971,1.250535,0.692
780,9067,1794,879,3162,0.21752,0.834822,0.911623,0.834822,0.088377,0.871534,0.667427,1.250806,0.694
781,9050,1811,874,3167,0.216283,0.833257,0.911931,0.833257,0.088069,0.87082,0.665951,1.251228,0.694933
782,9049,1812,874,3167,0.216283,0.833165,0.911922,0.833165,0.088078,0.870766,0.665884,1.251216,0.695
783,9047,1814,874,3167,0.216283,0.83298,0.911904,0.83298,0.088096,0.870657,0.66575,1.251192,0.696
784,9029,1832,869,3172,0.215046,0.831323,0.912204,0.831323,0.087796,0.869888,0.664206,1.251604,0.696133
785,9029,1832,868,3173,0.214798,0.831323,0.912297,0.831323,0.087703,0.86993,0.664139,1.25173,0.6972
786,9029,1832,867,3174,0.214551,0.831323,0.912389,0.831323,0.087611,0.869972,0.664072,1.251857,0.698
787,9019,1842,861,3180,0.213066,0.830402,0.912854,0.830402,0.087146,0.869678,0.662998,1.252496,0.69875
788,9018,1843,861,3180,0.213066,0.83031,0.912845,0.83031,0.087155,0.869624,0.662931,1.252483,0.699333
789,9017,1844,861,3180,0.213066,0.830218,0.912837,0.830218,0.087163,0.869569,0.662864,1.252471,0.7
790,9002,1859,853,3188,0.211086,0.828837,0.913445,0.828837,0.086555,0.869087,0.661321,1.253306,0.700819
791,9001,1860,853,3188,0.211086,0.828745,0.913436,0.828745,0.086564,0.869032,0.661254,1.253294,0.701029
792,9000,1861,853,3188,0.211086,0.828653,0.913427,0.828653,0.086573,0.868978,0.661186,1.253282,0.701367
793,8999,1862,853,3188,0.211086,0.828561,0.913419,0.828561,0.086581,0.868923,0.661119,1.25327,0.702
794,8990,1871,845,3196,0.209107,0.827732,0.914082,0.827732,0.085918,0.868767,0.659979,1.254181,0.703105
795,8989,1872,845,3196,0.209107,0.82764,0.914074,0.82764,0.085926,0.868712,0.659911,1.254169,0.704
796,8978,1883,839,3202,0.207622,0.826627,0.914536,0.826627,0.085464,0.868363,0.658771,1.254803,0.705
797,8977,1884,839,3202,0.207622,0.826535,0.914527,0.826535,0.085473,0.868308,0.658704,1.254791,0.705133
798,8976,1885,839,3202,0.207622,0.826443,0.914519,0.826443,0.085481,0.868253,0.658636,1.254779,0.705167
799,8975,1886,839,3202,0.207622,0.826351,0.91451,0.826351,0.08549,0.868198,0.658569,1.254767,0.706
800,8961,1900,836,3205,0.206879,0.825062,0.914668,0.825062,0.085332,0.867557,0.657429,1.254984,0.706081
801,8960,1901,836,3205,0.206879,0.82497,0.914659,0.82497,0.085341,0.867503,0.657361,1.254972,0.7067
802,8959,1902,836,3205,0.206879,0.824878,0.91465,0.824878,0.08535,0.867448,0.657294,1.25496,0.708
803,8940,1921,830,3211,0.205395,0.823129,0.915046,0.823129,0.084954,0.866657,0.655617,1.255503,0.7092
804,8939,1922,830,3211,0.205395,0.823037,0.915037,0.823037,0.084963,0.866602,0.65555,1.255491,0.71
805,8924,1937,828,3213,0.2049,0.821655,0.915094,0.821655,0.084906,0.865861,0.654409,1.255569,0.710879
806,8923,1938,828,3213,0.2049,0.821563,0.915086,0.821563,0.084914,0.865806,0.654342,1.255557,0.711
807,8922,1939,828,3213,0.2049,0.821471,0.915077,0.821471,0.084923,0.865751,0.654275,1.255545,0.7112
808,8922,1939,827,3214,0.204652,0.821471,0.915171,0.821471,0.084829,0.865793,0.654207,1.255674,0.712
809,8910,1951,822,3219,0.203415,0.820366,0.915536,0.820366,0.084464,0.865343,0.653067,1.256176,0.7128
810,8909,1952,822,3219,0.203415,0.820274,0.915528,0.820274,0.084472,0.865287,0.653,1.256164,0.713
811,8907,1954,822,3219,0.203415,0.82009,0.91551,0.82009,0.08449,0.865177,0.652865,1.25614,0.7135
812,8906,1955,822,3219,0.203415,0.819998,0.915502,0.819998,0.084498,0.865122,0.652798,1.256128,0.714
813,8892,1969,815,3226,0.201683,0.818709,0.91604,0.818709,0.08396,0.864644,0.651389,1.256867,0.714667
814,8891,1970,815,3226,0.201683,0.818617,0.916031,0.818617,0.083969,0.864589,0.651322,1.256855,0.716
815,8879,1982,810,3231,0.200445,0.817512,0.9164,0.817512,0.0836,0.864136,0.650181,1.257361,0.7165
816,8877,1984,810,3231,0.200445,0.817328,0.916383,0.817328,0.083617,0.864026,0.650047,1.257337,0.717
817,8876,1985,810,3231,0.200445,0.817236,0.916374,0.817236,0.083626,0.86397,0.64998,1.257325,0.718
818,8857,2004,807,3234,0.199703,0.815487,0.916494,0.815487,0.083506,0.863045,0.648504,1.25749,0.718236
819,8856,2005,807,3234,0.199703,0.815395,0.916486,0.815395,0.083514,0.86299,0.648436,1.257478,0.718667
820,8856,2005,806,3235,0.199456,0.815395,0.91658,0.815395,0.08342,0.863032,0.648369,1.257608,0.719548
821,8855,2006,806,3235,0.199456,0.815302,0.916572,0.815302,0.083428,0.862976,0.648302,1.257596,0.72
822,8836,2025,799,3242,0.197723,0.813553,0.917073,0.813553,0.082927,0.862217,0.646558,1.258284,0.720333
823,8835,2026,799,3242,0.197723,0.813461,0.917065,0.813461,0.082935,0.862162,0.64649,1.258272,0.7209
824,8835,2026,798,3243,0.197476,0.813461,0.91716,0.813461,0.08284,0.862204,0.646423,1.258403,0.721
825,8834,2027,798,3243,0.197476,0.813369,0.917151,0.813369,0.082849,0.862148,0.646356,1.258391,0.722
826,8819,2042,790,3251,0.195496,0.811988,0.917785,0.811988,0.082215,0.861651,0.644813,1.259261,0.7228
827,8819,2042,789,3252,0.195249,0.811988,0.917881,0.811988,0.082119,0.861693,0.644746,1.259392,0.724
828,8807,2054,786,3255,0.194506,0.810883,0.918065,0.810883,0.081935,0.861152,0.643739,1.259645,0.724667
829,8806,2055,786,3255,0.194506,0.810791,0.918057,0.810791,0.081943,0.861096,0.643672,1.259634,0.725
830,8804,2057,786,3255,0.194506,0.810607,0.91804,0.810607,0.08196,0.860985,0.643538,1.25961,0.726
831,8796,2065,782,3259,0.193516,0.80987,0.918355,0.80987,0.081645,0.860707,0.642733,1.260042,0.726533
832,8795,2066,782,3259,0.193516,0.809778,0.918346,0.809778,0.081654,0.860652,0.642665,1.260031,0.727333
833,8794,2067,781,3260,0.193269,0.809686,0.918433,0.809686,0.081567,0.860638,0.642531,1.260151,0.728
834,8777,2084,774,3267,0.191537,0.808121,0.918961,0.808121,0.081039,0.859984,0.640921,1.260875,0.729
835,8776,2085,774,3267,0.191537,0.808029,0.918953,0.808029,0.081047,0.859928,0.640854,1.260863,0.73
836,8760,2101,768,3273,0.190052,0.806556,0.919395,0.806556,0.080605,0.859287,0.639377,1.261471,0.730667
837,8759,2102,768,3273,0.190052,0.806463,0.919387,0.806463,0.080613,0.859231,0.63931,1.261459,0.731
838,8758,2103,768,3273,0.190052,0.806371,0.919379,0.806371,0.080621,0.859175,0.639243,1.261447,0.731962
839,8757,2104,768,3273,0.190052,0.806279,0.91937,0.806279,0.08063,0.859119,0.639176,1.261436,0.732
840,8747,2114,762,3279,0.188567,0.805359,0.919865,0.805359,0.080135,0.858812,0.638102,1.262115,0.7325
841,8746,2115,762,3279,0.188567,0.805267,0.919857,0.805267,0.080143,0.858756,0.638035,1.262104,0.733325
842,8745,2116,762,3279,0.188567,0.805174,0.919849,0.805174,0.080151,0.8587,0.637968,1.262092,0.734
843,8727,2134,752,3289,0.186093,0.803517,0.920667,0.803517,0.079333,0.858112,0.636089,1.263215,0.734333
844,8726,2135,752,3289,0.186093,0.803425,0.920658,0.803425,0.079342,0.858056,0.636022,1.263203,0.734667
845,8725,2136,752,3289,0.186093,0.803333,0.92065,0.803333,0.07935,0.858,0.635955,1.263192,0.735
846,8723,2138,752,3289,0.186093,0.803149,0.920633,0.803149,0.079367,0.857887,0.635821,1.263169,0.736
847,8708,2153,748,3293,0.185103,0.801768,0.920897,0.801768,0.079103,0.857213,0.634546,1.26353,0.736333
848,8707,2154,748,3293,0.185103,0.801676,0.920888,0.801676,0.079112,0.857157,0.634479,1.263519,0.737
849,8706,2155,748,3293,0.185103,0.801584,0.92088,0.801584,0.07912,0.857101,0.634411,1.263507,0.737637
850,8705,2156,748,3293,0.185103,0.801492,0.920872,0.801492,0.079128,0.857044,0.634344,1.263496,0.737667
851,8704,2157,748,3293,0.185103,0.8014,0.920863,0.8014,0.079137,0.856988,0.634277,1.263484,0.737767
852,8704,2157,747,3294,0.184855,0.8014,0.920961,0.8014,0.079039,0.85703,0.63421,1.263618,0.738
853,8685,2176,743,3298,0.183865,0.79965,0.921192,0.79965,0.078808,0.856129,0.632667,1.263936,0.739
854,8684,2177,743,3298,0.183865,0.799558,0.921184,0.799558,0.078816,0.856073,0.6326,1.263924,0.7395
855,8683,2178,743,3298,0.183865,0.799466,0.921175,0.799466,0.078825,0.856016,0.632533,1.263913,0.739519
856,8683,2178,742,3299,0.183618,0.799466,0.921273,0.799466,0.078727,0.856058,0.632465,1.264047,0.74
857,8665,2196,741,3300,0.18337,0.797809,0.92122,0.797809,0.07878,0.855085,0.63119,1.263975,0.740429
858,8664,2197,741,3300,0.18337,0.797717,0.921212,0.797717,0.078788,0.855028,0.631123,1.263963,0.741
859,8663,2198,740,3301,0.183123,0.797625,0.921302,0.797625,0.078698,0.855014,0.630989,1.264086,0.742
860,8648,2213,734,3307,0.181638,0.796243,0.921765,0.796243,0.078235,0.854419,0.62958,1.264722,0.7425
861,8647,2214,734,3307,0.181638,0.796151,0.921757,0.796151,0.078243,0.854362,0.629513,1.26471,0.742667
862,8647,2214,733,3308,0.181391,0.796151,0.921855,0.796151,0.078145,0.854404,0.629446,1.264845,0.742767
863,8646,2215,733,3308,0.181391,0.796059,0.921847,0.796059,0.078153,0.854348,0.629379,1.264834,0.742786
864,8646,2215,732,3309,0.181143,0.796059,0.921945,0.796059,0.078055,0.85439,0.629312,1.264969,0.7435
865,8646,2215,731,3310,0.180896,0.796059,0.922043,0.796059,0.077957,0.854432,0.629244,1.265104,0.743533
866,8645,2216,731,3310,0.180896,0.795967,0.922035,0.795967,0.077965,0.854376,0.629177,1.265092,0.744
867,8630,2231,726,3315,0.179659,0.794586,0.922403,0.794586,0.077597,0.853737,0.627835,1.265597,0.745
868,8630,2231,725,3316,0.179411,0.794586,0.922501,0.794586,0.077499,0.853779,0.627768,1.265732,0.745267
869,8629,2232,725,3316,0.179411,0.794494,0.922493,0.794494,0.077507,0.853722,0.627701,1.265721,0.745833
870,8628,2233,725,3316,0.179411,0.794402,0.922485,0.794402,0.077515,0.853666,0.627634,1.265709,0.746
871,8608,2253,721,3320,0.178421,0.792561,0.922714,0.792561,0.077286,0.852699,0.626023,1.266024,0.748
872,8586,2275,718,3323,0.177679,0.790535,0.922829,0.790535,0.077171,0.851575,0.624346,1.266181,0.749
873,8585,2276,718,3323,0.177679,0.790443,0.922821,0.790443,0.077179,0.851518,0.624279,1.26617,0.75
874,8571,2290,715,3326,0.176936,0.789154,0.923002,0.789154,0.076998,0.850846,0.623138,1.266419,0.7502
875,8571,2290,714,3327,0.176689,0.789154,0.923102,0.789154,0.076898,0.850889,0.623071,1.266556,0.7508
876,8570,2291,714,3327,0.176689,0.789062,0.923093,0.789062,0.076907,0.850831,0.623004,1.266544,0.751
877,8570,2291,713,3328,0.176441,0.789062,0.923193,0.789062,0.076807,0.850874,0.622937,1.266681,0.751333
878,8570,2291,712,3329,0.176194,0.789062,0.923292,0.789062,0.076708,0.850916,0.622869,1.266817,0.7514
879,8570,2291,711,3330,0.175947,0.789062,0.923392,0.789062,0.076608,0.850958,0.622802,1.266954,0.751652
880,8569,2292,711,3330,0.175947,0.78897,0.923384,0.78897,0.076616,0.850901,0.622735,1.266943,0.751867
881,8568,2293,711,3330,0.175947,0.788878,0.923375,0.788878,0.076625,0.850844,0.622668,1.266931,0.752
882,8554,2307,706,3335,0.174709,0.787589,0.923758,0.787589,0.076242,0.850256,0.621393,1.267456,0.752533
883,8553,2308,706,3335,0.174709,0.787497,0.92375,0.787497,0.07625,0.850199,0.621326,1.267445,0.752667
884,8552,2309,706,3335,0.174709,0.787404,0.923742,0.787404,0.076258,0.850142,0.621259,1.267434,0.754
885,8534,2327,705,3336,0.174462,0.785747,0.923693,0.785747,0.076307,0.849154,0.619984,1.267367,0.7555
886,8534,2327,704,3337,0.174214,0.785747,0.923793,0.785747,0.076207,0.849196,0.619917,1.267504,0.755524
887,8533,2328,704,3337,0.174214,0.785655,0.923785,0.785655,0.076215,0.849139,0.61985,1.267493,0.755833
888,8533,2328,703,3338,0.173967,0.785655,0.923885,0.785655,0.076115,0.849181,0.619783,1.26763,0.756
889,8508,2353,697,3344,0.172482,0.783353,0.92428,0.783353,0.07572,0.848002,0.617702,1.268173,0.756333
890,8506,2355,697,3344,0.172482,0.783169,0.924264,0.783169,0.075736,0.847887,0.617568,1.26815,0.756833
891,8505,2356,697,3344,0.172482,0.783077,0.924256,0.783077,0.075744,0.847829,0.617501,1.268139,0.757
892,8504,2357,697,3344,0.172482,0.782985,0.924247,0.782985,0.075753,0.847772,0.617434,1.268128,0.758
893,8491,2370,691,3350,0.170997,0.781788,0.924744,0.781788,0.075256,0.847278,0.616159,1.268809,0.759
894,8490,2371,691,3350,0.170997,0.781696,0.924736,0.781696,0.075264,0.847221,0.616092,1.268798,0.76
895,8473,2388,686,3355,0.16976,0.780131,0.925101,0.780131,0.074899,0.846454,0.614615,1.269299,0.762
896,8458,2403,680,3361,0.168275,0.77875,0.925585,0.77875,0.074415,0.845842,0.613206,1.269964,0.762167
897,8457,2404,680,3361,0.168275,0.778658,0.925577,0.778658,0.074423,0.845785,0.613139,1.269952,0.7622
898,8456,2405,680,3361,0.168275,0.778566,0.925569,0.778566,0.074431,0.845727,0.613072,1.269941,0.762333
899,8455,2406,680,3361,0.168275,0.778473,0.925561,0.778473,0.074439,0.845669,0.613005,1.26993,0.762833
900,8454,2407,680,3361,0.168275,0.778381,0.925553,0.778381,0.074447,0.845611,0.612938,1.269919,0.764
901,8435,2426,675,3366,0.167038,0.776632,0.925906,0.776632,0.074094,0.844725,0.611327,1.270403,0.7642
902,8434,2427,675,3366,0.167038,0.77654,0.925897,0.77654,0.074103,0.844667,0.61126,1.270392,0.764833
903,8433,2428,675,3366,0.167038,0.776448,0.925889,0.776448,0.074111,0.844609,0.611193,1.270381,0.765
904,8433,2428,674,3367,0.16679,0.776448,0.925991,0.776448,0.074009,0.844651,0.611126,1.27052,0.765029
905,8432,2429,674,3367,0.16679,0.776356,0.925983,0.776356,0.074017,0.844594,0.611059,1.270509,0.7652
906,8431,2430,674,3367,0.16679,0.776264,0.925975,0.776264,0.074025,0.844536,0.610992,1.270498,0.766
907,8416,2445,669,3372,0.165553,0.774883,0.926362,0.774883,0.073638,0.843878,0.60965,1.271029,0.768
908,8405,2456,666,3375,0.164811,0.77387,0.926579,0.77387,0.073421,0.843367,0.60871,1.271327,0.769333
909,8404,2457,666,3375,0.164811,0.773778,0.926571,0.773778,0.073429,0.843309,0.608643,1.271316,0.77
910,8387,2474,662,3379,0.163821,0.772213,0.926843,0.772213,0.073157,0.842491,0.607234,1.271689,0.7705
911,8387,2474,661,3380,0.163573,0.772213,0.926945,0.772213,0.073055,0.842534,0.607167,1.271829,0.7717
912,8387,2474,660,3381,0.163326,0.772213,0.927048,0.772213,0.072952,0.842576,0.6071,1.27197,0.771933
913,8386,2475,660,3381,0.163326,0.77212,0.92704,0.77212,0.07296,0.842518,0.607033,1.271959,0.772
914,8365,2496,658,3383,0.162831,0.770187,0.927075,0.770187,0.072925,0.84138,0.605489,1.272008,0.773133
915,8364,2497,658,3383,0.162831,0.770095,0.927067,0.770095,0.072933,0.841322,0.605422,1.271997,0.7735
916,8363,2498,658,3383,0.162831,0.770003,0.927059,0.770003,0.072941,0.841263,0.605355,1.271985,0.774
917,8342,2519,651,3390,0.161099,0.768069,0.92761,0.768069,0.07239,0.840334,0.603476,1.272742,0.7746
918,8341,2520,651,3390,0.161099,0.767977,0.927602,0.767977,0.072398,0.840276,0.603409,1.272731,0.774705
919,8340,2521,651,3390,0.161099,0.767885,0.927594,0.767885,0.072406,0.840218,0.603342,1.27272,0.775333
920,8339,2522,651,3390,0.161099,0.767793,0.927586,0.767793,0.072414,0.840159,0.603275,1.272709,0.776
921,8319,2542,648,3393,0.160356,0.765952,0.927735,0.765952,0.072265,0.839116,0.601731,1.272913,0.777
922,8318,2543,648,3393,0.160356,0.765859,0.927727,0.765859,0.072273,0.839058,0.601664,1.272902,0.777512
923,8317,2544,648,3393,0.160356,0.765767,0.927719,0.765767,0.072281,0.838999,0.601597,1.272891,0.778
924,8292,2569,645,3396,0.159614,0.763466,0.927828,0.763466,0.072172,0.83766,0.599718,1.273041,0.778133
925,8292,2569,644,3397,0.159366,0.763466,0.927932,0.763466,0.072068,0.837703,0.599651,1.273183,0.778667
926,8291,2570,644,3397,0.159366,0.763374,0.927924,0.763374,0.072076,0.837644,0.599584,1.273172,0.779367
927,8290,2571,644,3397,0.159366,0.763281,0.927916,0.763281,0.072084,0.837585,0.599517,1.273161,0.78
928,8274,2587,636,3405,0.157387,0.761808,0.92862,0.761808,0.07138,0.836983,0.597906,1.274127,0.780333
929,8273,2588,636,3405,0.157387,0.761716,0.928612,0.761716,0.071388,0.836925,0.597839,1.274116,0.7808
930,8272,2589,636,3405,0.157387,0.761624,0.928604,0.761624,0.071396,0.836866,0.597772,1.274105,0.781833
931,8271,2590,636,3405,0.157387,0.761532,0.928595,0.761532,0.071405,0.836807,0.597705,1.274094,0.782
932,8241,2620,632,3409,0.156397,0.75877,0.928773,0.75877,0.071227,0.835208,0.595423,1.274337,0.782533
933,8240,2621,632,3409,0.156397,0.758678,0.928765,0.758678,0.071235,0.835149,0.595356,1.274326,0.782667
934,8239,2622,632,3409,0.156397,0.758586,0.928757,0.758586,0.071243,0.83509,0.595289,1.274315,0.783333
935,8239,2622,631,3410,0.156149,0.758586,0.928861,0.758586,0.071139,0.835133,0.595222,1.274458,0.784
936,8223,2638,627,3414,0.15516,0.757113,0.929153,0.757113,0.070847,0.834356,0.59388,1.274858,0.785333
937,8223,2638,626,3415,0.154912,0.757113,0.929258,0.757113,0.070742,0.834399,0.593813,1.275002,0.786
938,8199,2662,624,3417,0.154417,0.754903,0.929276,0.754903,0.070724,0.833062,0.592068,1.275027,0.786833
939,8198,2663,624,3417,0.154417,0.754811,0.929268,0.754811,0.070732,0.833003,0.592001,1.275016,0.787111
940,8197,2664,624,3417,0.154417,0.754719,0.92926,0.754719,0.07074,0.832944,0.591934,1.275005,0.788
941,8178,2683,618,3423,0.152932,0.752969,0.929741,0.752969,0.070259,0.83207,0.590256,1.275665,0.78804
942,8176,2685,618,3423,0.152932,0.752785,0.929725,0.752785,0.070275,0.831951,0.590122,1.275643,0.788133
943,8175,2686,618,3423,0.152932,0.752693,0.929717,0.752693,0.070283,0.831892,0.590055,1.275632,0.7885
944,8174,2687,618,3423,0.152932,0.752601,0.929709,0.752601,0.070291,0.831832,0.589988,1.275621,0.788767
945,8173,2688,618,3423,0.152932,0.752509,0.929701,0.752509,0.070299,0.831773,0.589921,1.27561,0.789333
946,8171,2690,618,3423,0.152932,0.752325,0.929685,0.752325,0.070315,0.831654,0.589787,1.275588,0.79
947,8151,2710,615,3426,0.15219,0.750483,0.929843,0.750483,0.070157,0.830591,0.588243,1.275805,0.791
